#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,mean,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,building,companyDomain,device_id,location,origin,place
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:29:30Z,5293804843,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:29:40Z,5293832554,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:29:50Z,5293850970,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:30:00Z,5293867096,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:30:10Z,5293872846,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:30:20Z,5293885422,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:30:30Z,5293897023,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:30:40Z,5293944395,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:30:50Z,5293966508,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:31:00Z,5293979026,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:31:10Z,5293987592,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:31:20Z,5293993724,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:31:30Z,5294002019,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:31:40Z,5294032580,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:31:50Z,5294053961,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:32:00Z,5294397484,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:32:10Z,5294467631,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:32:20Z,5294486866,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:32:30Z,5294497188,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:32:40Z,5294507606,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:32:50Z,5294520148,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:33:00Z,5294543217,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:33:10Z,5294545966,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:33:20Z,5294557239,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:33:30Z,5294568938,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:33:40Z,5294590039,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:33:50Z,5294594197,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:34:00Z,5294600821,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:34:10Z,5294607088,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:34:20Z,5294612647,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
,,1,2025-04-24T04:25:41.98175756Z,2025-04-24T04:40:41.98175756Z,2025-04-24T04:34:30Z,5294618280,value,bytes_recv,gyeongnam_campus,javame,192.168.71.74,net,server_data,server_room
