#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,mean,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,building,companyDomain,device_id,location,origin,place
,,5,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:36:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,5,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:37:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,5,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:38:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,5,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:39:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,5,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:40:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:27:30Z,13,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:28:30Z,8.8,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:29:30Z,13,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:30:30Z,12,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:31:30Z,13,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:32:30Z,12,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:33:30Z,9.5,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:34:30Z,11,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:35:30Z,12.8,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:36:30Z,12.2,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:37:30Z,12.2,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:38:30Z,12.8,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:39:30Z,11.5,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,6,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:40:30Z,11.5,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef5dccc,입구,sensor_data,server_room
,,7,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:26:30Z,1,channel,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,7,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:28:30Z,5,channel,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,7,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:29:30Z,4,channel,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,7,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:30:30Z,3,channel,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,7,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:31:30Z,3.5,channel,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,7,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:32:30Z,4,channel,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,7,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:33:30Z,1,channel,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,7,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:34:30Z,5,channel,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,7,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:37:30Z,4,channel,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,7,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:38:30Z,3,channel,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,7,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:39:30Z,6,channel,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,7,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:40:30Z,3,channel,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:26:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:27:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:28:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:29:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:30:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:31:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:32:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:33:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
