#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,mean,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,building,companyDomain,device_id,location,origin,place
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:34:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:35:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:36:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:37:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:38:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:39:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,8,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:40:30Z,2,dr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:26:30Z,922300000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:27:30Z,922100000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:28:30Z,923100000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:29:30Z,922900000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:30:30Z,922700000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:31:30Z,922800000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:32:30Z,922900000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:33:30Z,922300000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:34:30Z,923100000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:35:30Z,922100000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:36:30Z,922100000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:37:30Z,922900000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:38:30Z,922700000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:39:30Z,923300000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,9,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:40:30Z,922700000,frequency,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:26:30Z,-53,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:27:30Z,-54,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:28:30Z,-55,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:29:30Z,-55,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:30:30Z,-54,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:31:30Z,-83,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:32:30Z,-54,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:33:30Z,-55,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:34:30Z,-56,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:35:30Z,-55,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:36:30Z,-54,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:37:30Z,-54,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:38:30Z,-56,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:39:30Z,-53,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,10,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:40:30Z,-53,rssi,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:26:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:27:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:28:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:29:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:30:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:31:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:32:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:33:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:34:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:35:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:36:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:37:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:38:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:39:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,11,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:40:30Z,10,sf,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:26:30Z,9,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:27:30Z,13.2,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:28:30Z,9,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:29:30Z,13.2,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:30:30Z,11.8,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:31:30Z,-1.1500000000000004,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:32:30Z,12,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:33:30Z,10.2,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:34:30Z,9.5,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:35:30Z,14.2,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:36:30Z,12.5,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:37:30Z,13,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:38:30Z,13.2,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:39:30Z,12.2,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room
,,12,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:40:30Z,12.8,snr,lora,gyeongnam_campus,nhnacademy,24e124136d151368,24e124fffef79304,입구,sensor_data,server_room

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,mean,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,building,companyDomain,device_id,location,origin,place
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:26:30Z,24.3,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:27:30Z,24.2,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:28:30Z,24,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:29:30Z,24,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:30:30Z,23.9,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:31:30Z,23.8,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:32:30Z,23.8,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:33:30Z,23.8,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:34:30Z,24.1,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:35:30Z,24,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:36:30Z,24.1,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:37:30Z,24.2,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:38:30Z,24.3,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:39:30Z,24.3,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room
,,13,2025-04-24T04:26:09.053251979Z,2025-04-24T04:41:09.053251979Z,2025-04-24T04:40:30Z,24.3,value,temperature,gyeongnam_campus,nhnacademy,24e124136d151368,입구,sensor_data,server_room

