#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,interface
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T12:10:00Z,308880212.5833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T12:20:00Z,311143945.48333335,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T12:30:00Z,313412762.0833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T12:40:00Z,315675550.03333336,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T12:50:00Z,317931730.98333335,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T13:00:00Z,320191119.8,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T13:10:00Z,322456073.65,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T13:20:00Z,324720378.45,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T13:30:00Z,326984478.6333333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T13:40:00Z,329248113.0833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T13:50:00Z,331510787.8833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T14:00:00Z,333780301.03333336,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T14:10:00Z,336045595.56666666,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T14:20:00Z,338314889.8666667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T14:30:00Z,340581636.21666664,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T14:40:00Z,342844117.25,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T14:50:00Z,345100821.93333334,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T15:00:00Z,347364610.9,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T15:10:00Z,349634499.01666665,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T15:20:00Z,351896926.31666666,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T15:30:00Z,354153630.28333336,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T15:40:00Z,356418630.46666664,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T15:50:00Z,358681462.8666667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T16:00:00Z,360948078.1,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T16:10:00Z,363216424.03333336,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T16:20:00Z,365486860.75,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T16:30:00Z,367758261.28333336,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T16:40:00Z,370021376.06666666,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T16:50:00Z,372287615.98333335,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T17:00:00Z,374555456.1666667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T17:10:00Z,376820318.6,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T17:20:00Z,379086909.4,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T17:30:00Z,381351170.85,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T17:40:00Z,383614394.01666665,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T17:50:00Z,385880903.01666665,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T18:00:00Z,388151166.18333334,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T18:10:00Z,390421843.56666666,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T18:20:00Z,392693218.95,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T18:30:00Z,394957885.0833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T18:40:00Z,397219900.1333333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T18:50:00Z,399488722.78333336,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T19:00:00Z,401750905.68333334,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T19:10:00Z,404011393.5833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T19:20:00Z,406274975.6,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T19:30:00Z,408539353.0833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T19:40:00Z,410800953.18333334,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T19:50:00Z,413063483.6166667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T20:00:00Z,415338716.06666666,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T20:10:00Z,417612143.1666667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T20:20:00Z,419874083.46666664,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T20:30:00Z,422141588.6,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T20:40:00Z,424406720.5833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T20:50:00Z,426669569.25,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T21:00:00Z,428933124.56666666,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T21:10:00Z,431200186.3666667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T21:20:00Z,433465034.81666666,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T21:30:00Z,435732655.15,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T21:40:00Z,437998253.25,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T21:50:00Z,440268155.7,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T22:00:00Z,442539261.73333335,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T22:10:00Z,444802082.6166667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T22:20:00Z,447073674.6333333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T22:30:00Z,449333361.8833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T22:40:00Z,451602540.31666666,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T22:50:00Z,453870183.31666666,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T23:00:00Z,456138961.81666666,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T23:10:00Z,458406513.65,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T23:20:00Z,460672762.71666664,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T23:30:00Z,462941393.1333333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T23:40:00Z,465208195.8833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-19T23:50:00Z,467472791.5,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T00:00:00Z,469733058.225,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T00:10:00Z,472003419.4916667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T00:20:00Z,474269276.9916667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T00:30:00Z,476538500.18333334,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T00:40:00Z,478800871.30833334,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T00:50:00Z,481067696.85,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T01:00:00Z,483336047.25,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T01:10:00Z,485608408.625,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T01:20:00Z,487877012.9,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T01:30:00Z,490143306.475,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T01:40:00Z,492407147.1,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T01:50:00Z,494665604.9916667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T02:00:00Z,496929415.2583333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T02:10:00Z,499196963.9,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T02:20:00Z,501459076.7583333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T02:30:00Z,503722297.84166664,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T02:40:00Z,505987935.7583333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T02:50:00Z,508254714.60833335,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T03:00:00Z,510519939.6166667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T03:10:00Z,512790508.48333335,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T03:20:00Z,515059699.25,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T03:30:00Z,517327393.05833334,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T03:40:00Z,519594107.4,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T03:50:00Z,521856066.96666664,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T04:00:00Z,524120691.68333334,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T04:10:00Z,526390744.15,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T04:20:00Z,528649789.5083333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T04:30:00Z,530910653.9583333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T04:40:00Z,533175534.71666664,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T04:50:00Z,535438293.8333333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T05:00:00Z,537707869.2583333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T05:10:00Z,539975022.0583333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T05:20:00Z,542239314.4666667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T05:30:00Z,544504833.175,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T05:40:00Z,546767735.9833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T05:50:00Z,549039273.3416667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T06:00:00Z,551303361.6083333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T06:10:00Z,553571176.3583333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T06:20:00Z,555838966.8416667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T06:30:00Z,558102438.6333333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T06:40:00Z,560366642.4916667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T06:50:00Z,562631562.0416666,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T07:00:00Z,564900004.15,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T07:10:00Z,567162864.6916667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T07:20:00Z,569434378.3833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T07:30:00Z,571704122.5166667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T07:40:00Z,573969951.1083333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T07:50:00Z,576239249.4916667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T08:00:00Z,578511545.2833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T08:10:00Z,580772873.8583333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T08:20:00Z,583035616.0166667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T08:30:00Z,585294701.9833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T08:40:00Z,587556255.75,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T08:50:00Z,589822000.8416667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T09:00:00Z,592090106.125,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T09:10:00Z,594351599.7416667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T09:20:00Z,596619439.1083333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T09:30:00Z,598881850.45,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T09:40:00Z,601142556.4,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T09:50:00Z,603406092.525,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T10:00:00Z,605675978.75,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T10:10:00Z,607944082.9583334,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T10:20:00Z,610215969.975,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T10:30:00Z,612484439.5333333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T10:40:00Z,614746474.8416667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T10:50:00Z,617009622.9916667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T11:00:00Z,619270969.8166667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T11:10:00Z,621537473.6416667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T11:20:00Z,623797876.7333333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T11:30:00Z,626069490.6083333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T11:40:00Z,628343378.0416666,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T11:50:00Z,630607106.9083333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T12:00:00Z,632865184.15,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T12:10:00Z,635126515.6833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T12:20:00Z,637391733.625,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T12:30:00Z,639655928.7833333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T12:40:00Z,641915563.775,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T12:50:00Z,644183396.4416667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T13:00:00Z,646445956.5666667,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T13:10:00Z,648705652.5833334,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T13:20:00Z,650971870.675,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T13:30:00Z,653236063.0416666,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T13:40:00Z,655494568.425,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T13:50:00Z,657763538.8083333,bytes_sent,net,35c4ab29f7e3,eth0
,,1,2025-04-19T01:31:55.28346075Z,2025-04-21T01:31:55.28346075Z,2025-04-20T14:00:00Z,660027004.3083333,bytes_sent,net,35c4ab29f7e3,eth0
